,101 FW,101 TC,101 TW,102 FC,102 FW,102 TC,102 TW,103 FC,103 FW,103 TC,103 TW,104 FC,104 FW,104 TC,104 TW,105 FC,105 FW,105 TC,105 TW,110 FC,110 FW,110 TC,110 TW,111 FC,111 FW,111 TC,111 TW,112 FC,112 FW,112 TC,112 TW,113 FC,113 FW,113 TC,113 TW,114 FC,114 FW,114 TC,114 TW,124 FC,124 FW,124 NB FC,124 TC,124 TW,125 FC,125 FW,125 TC,125 TW,126 FC,126 FW,126 TC,126 TW,127 FC,127 FW,127 TC,127 TW,128 FC,128 FW,128 TC,128 TW,101 FC,201 FC,201 FW,201 TC,201 TW,202 FC,202 FW,202 TC,202 TW,203 FC,203 FW,203 TC,203 TW,204 FC,204 FW,204 TC,204 TW,205 FC,205 FW,205 TC,205 TW,210 FC,210 FW,210 TC,210 TW,211 FC,211 FW,211 TC,211 TW,212 FC,212 FW,212 TC,212 TW,213 FC,213 FW,213 TC,213 TW,214 FC,214 FW,214 NB FW,214 TC,214 TW,215 FC,215 FW,215 TC,215 TW,216 FC,216 FW,216 TC,216 TW,217 FC,217 FW,217 TC,217 TW,218 FC,218 FW,218 TC,218 TW,219 FC,219 FW,219 TC,219 TW,226 FC,226 FW,226 TC,226 TW,227 FC,227 FW,227 TC,227 TW,228 FC,228 FW,228 TC,228 TW,229 FC,229 FW,229 TC,229 TW,230 FC,230 FW,230 TC,230 TW
TG 52:1+_283,-0.033160677,0.755403588,0.30609488,1.037029539,0.132768124,0.354913243,-0.27589816,0.72024805,0.072663637,0.634751486,0.62147184,1.495852488,-0.280973276,0.651464946,0.092779474,0.068668236,-0.164991977,-0.018922495,-0.202288547,0.200084218,-0.601825144,0.175837938,-0.285993944,-0.129137646,-0.301569464,-0.126785965,-0.450851295,-0.074799154,-0.446902239,0.060082109,-0.256742112,0.021612755,-0.23635358,-0.254843013,-0.29693354,0.120083402,-0.225757418,0.080906567,-0.062008157,0.441657509,-0.337942311,0.517910172,0.044142775,-0.269867054,1.161456265,-0.064675503,0.240715665,0.111144173,0.014129524,-0.271411983,0.14589079,0.082829799,0.084616798,0.326495246,0.25292311,0.253729254,-0.699969721,-0.960390867,0.12705117,-0.880688709,0.655963935,0.685906379,-0.84106158,-0.072875477,-0.234999799,0.673820908,-0.43218348,0.266398896,-0.220098042,0.600070839,-0.334474478,0.225212862,-0.412750205,-0.158925369,-0.402678384,0.169036299,0.010373102,-0.379814948,-0.588515867,-0.30731239,-0.533825174,0.395308052,0.116361098,0.448615026,-0.714807765,-0.157624942,-0.639172789,-0.290351194,-0.422478262,-0.047247176,-0.478677512,-0.067643167,-0.464685983,1.230319504,-1.247316713,-0.277064991,-0.887819508,0.087859901,0.061758323,-2.229957268,0.684217799,0.208151372,0.186821986,-0.105864931,0.078321374,-0.116571863,1.361648978,-0.192207865,0.120640025,-0.236789562,0.721075679,0.081741943,0.490479405,0.002954504,0.972268868,0.067269192,0.573751985,0.108349603,0.31029318,-0.144112744,0.261750124,-0.553569427,0.58841595,-0.248720887,0.64568653,-0.18789215,0.059408194,-0.030803148,-0.122426327,-0.14467566,0.110790853,-0.807500269,-0.06114025,-0.706499417,1.173092732,-0.477144545,0.398970549,-0.220921672,0.015817643,-0.693896066,0.352849514,-0.502398674
TG 52:2+_77,-0.2531922,0.621633163,0.147452459,0.930500292,0.712998841,0.646043938,0.176028675,0.789729306,0.153383432,0.742653889,0.664468365,1.079737685,0.009412945,0.712941329,0.089596184,0.510785799,0.031950472,0.377771552,0.140714988,-0.069006691,-1.058661552,-0.111876847,-0.34164295,-0.045720248,-0.403848678,0.145241159,-0.479042081,0.104197864,-0.398204346,0.09640966,-0.09994898,0.163173892,-0.3827897,-0.086017571,-0.334200392,0.161174209,-0.365382032,0.051144764,-0.298645025,0.231411396,-0.747655436,0.743091881,-0.332401208,-0.64353246,1.038172839,0.245736185,0.643190244,0.267155873,-0.061459486,-0.225473723,0.032160966,0.142955859,0.405914595,0.584145587,0.627828375,0.569847171,-0.389070512,-0.738698193,0.003993245,-0.781794527,0.460016095,0.904853587,-1.320432117,0.011059228,-0.304564001,0.865426199,-0.704709732,0.577505211,-0.485586383,0.037681826,-0.44658905,0.366381292,-0.567177937,-0.292343831,-0.695643155,0.015056678,-0.185825673,-0.058351447,-0.47208835,-0.020799845,-0.348934413,0.3686331,-0.074068609,0.614037221,-0.81176913,0.15488306,-0.703653166,-0.088744201,-0.543145543,-0.040259977,-0.721799569,-0.10144812,-0.593613756,0.964403773,-1.517158062,-0.300911723,-1.341091753,0.021119168,0.104341789,-1.100287203,0.383535001,-0.015968733,0.405953602,0.00065139,0.19784817,0.001210101,1.039965979,-0.011578761,0.549203385,-0.037943002,0.702111433,-0.07421744,0.413159878,-0.200686774,0.899674545,0.274131654,0.708733233,0.297745064,0.522593744,-0.207421789,0.44832375,-0.807415585,0.119161405,-0.809422513,0.165655697,-0.755390841,0.070714486,-0.398199768,-0.150661975,-0.217526178,0.407517475,-0.690333906,0.030654844,-0.738101109,0.895211123,-0.755882286,0.293279307,-0.427676865,0.361219026,-0.663078796,0.639298821,-0.636932509
TG 52:2+_845,-0.078732233,0.491460664,0.068654907,0.558683603,0.006791575,-0.064911953,-1.509193427,0.758625684,0.066885496,0.768796996,0.403033983,0.955485281,-0.09008535,0.571959159,0.092936332,-0.08881429,-0.157046515,0.081377688,-0.146674475,0.233797078,-1.366636703,0.258692685,0.193920908,0.133097144,-0.012364091,0.344305987,-0.04769741,0.418321577,0.149693426,0.455762042,0.171236448,0.253301322,-0.098759499,0.035560037,0.013255035,0.73041386,0.540091995,0.541494137,0.199119657,0.41486878,-1.339632523,0.454008149,0.002681598,-0.094031214,0.974053342,0.212491306,0.560923089,0.151921866,-0.124372511,-1.220546168,0.113700156,-0.238054148,0.328617439,0.360493807,0.476211942,0.200930506,-0.185044171,-0.038926013,0.147795903,-0.123960686,0.249339449,0.920213915,-1.47812476,-0.036702053,-0.206073481,0.703777015,-1.321295761,0.613328251,0.072336441,0.012726153,-0.123886879,0.602939824,-0.14497375,0.02790752,-0.203023683,0.261586707,0.147578777,-0.211966685,-0.266655368,-0.185454763,-0.306638852,-0.154342864,-1.423579738,0.040521077,0.275857151,0.432267482,-0.043987762,0.22894617,-1.502136486,0.287920932,-1.284010328,0.152913329,-1.355982823,1.153951769,-1.337131394,0.224688291,-1.276475396,0.404639022,0.184967576,-1.018910749,0.781862249,0.170889187,0.066380668,-0.101975009,-0.135818912,-0.146524334,1.171472347,-0.281529194,0.190592319,-0.264256576,0.494489779,0.123131567,0.391118941,-0.040789517,0.840529347,0.009723366,0.522158688,0.163626046,0.384117603,0.12641553,0.53144759,-0.138592336,0.401620115,-1.393631378,0.438448679,-0.145378377,-0.073175783,0.016439015,-1.057593746,-0.253753832,0.319254073,-0.083441617,0.235625453,-1.353294088,0.86181958,-1.344794324,0.283849132,-0.154523672,0.368755488,-1.372380969,0.853485723,-1.392821302
TG 52:2+_861,-0.166232995,0.330451458,0.163183153,0.135014188,0.069226436,0.163274975,-0.044575816,0.250530476,0.131325749,0.221087227,0.32754787,0.340718061,0.084885232,0.499992563,0.154706587,0.547179678,0.098142809,0.43858924,0.070335195,0.206084656,-1.744013523,-0.06385504,-0.222619934,-0.005209182,-0.334652626,0.275001929,-0.12445071,0.04865783,-0.202900707,0.07186907,-0.021581574,0.329194141,-0.118305288,0.171614664,-0.014095375,0.249203204,-0.056901064,0.0037874,-0.093860083,0.114006815,-1.712978428,0.455844509,-0.014742224,-1.619258581,0.340643736,0.099321482,0.489460921,0.258118215,-0.011581522,-0.170207672,0.178876161,0.139802495,0.348561126,0.258999732,0.434234246,0.305596838,-0.064263849,-0.344086929,0.225770768,-0.311027199,0.156980046,0.474429832,-1.872142938,0.224022312,-0.131816644,0.456203373,-1.691904514,0.635630606,-0.121125764,0.137897606,-0.161399318,0.601488525,-0.197577595,0.126166607,-0.169287751,0.352271184,0.032199906,0.158807887,-0.239700702,0.324362035,-0.184910853,0.35750345,-0.024390826,0.684153582,-0.473601924,0.300792687,-0.22702631,0.31135149,-0.212096112,0.386046491,-0.269389604,0.297321937,-0.158988812,0.292157124,-1.710103953,0.260710352,-1.640393691,0.038251233,-0.019410687,-1.344380254,0.120902276,-0.038773672,0.39886118,-0.064768706,0.384218852,0.172589969,0.322639881,-0.031507093,0.632399878,0.053155655,0.389150971,-0.105883639,0.411102197,-0.09914325,0.186391647,0.130150273,0.536793454,0.080301808,0.327789557,-0.086298948,0.678821295,-0.330597848,0.045848503,-1.775037653,0.204825326,-0.41685072,0.187108398,-0.151096291,0.388482925,0.03985387,0.54274713,-0.344108738,0.306741144,-0.35280437,0.524686829,-1.718910734,0.678924536,-0.049699659,0.431388033,-0.310550932,0.567185269,-0.195569134
TG 52:3+_129,-0.078072588,0.876344911,0.361241013,1.164074209,0.741728266,0.681601531,0.107819532,0.755807363,-0.176304106,0.709884582,0.476947803,1.156446423,-0.091176745,0.611905902,0.060271195,0.652188623,0.12509012,0.540594657,0.239679956,-0.136146379,-1.211584558,-0.088523557,-0.304785818,0.292247859,-0.386387688,0.428734786,-0.347624042,0.113415341,-0.63777597,0.075218839,-0.341609089,-0.020077821,-0.735839095,-0.21033315,-0.543022057,0.1834921,-0.67806804,-0.095508801,-0.643395237,0.364805677,-1.032761815,0.824179959,-0.188831683,-0.874157995,1.081607982,0.060260312,0.457471385,0.138681442,-0.04699553,-0.295473606,0.073215811,0.150123427,0.480704835,0.583166613,0.709159647,0.576712966,-0.499245724,-1.029785172,-0.17894223,-1.08567501,0.725015831,1.004349021,-1.138011458,0.012189931,-0.273773097,0.975569666,-0.640935002,0.694658676,-0.397981788,0.256805942,-0.605762897,0.749868634,-0.681533246,-0.419851338,-0.764818196,-0.090645614,-0.382828769,0.086211941,-0.435913516,0.054198713,-0.234028298,0.496294196,-0.065763858,0.827395698,-0.620545264,0.045603574,-0.959318309,-0.159068087,-0.787521249,0.160475082,-0.730518301,0.166531061,-0.643699185,1.153336273,-1.608772003,-0.420664013,-1.463368602,-0.169779831,-0.448085963,-0.815130929,0.355016949,-0.522868708,0.345922974,-0.202503105,0.177196948,-0.075588814,1.285599131,-0.004275988,0.611708992,-0.026958375,0.69648872,-0.18760993,0.401082579,-0.339676926,1.177594191,0.419398051,0.976783327,0.416757392,0.450383426,-0.424405589,0.363172372,-1.12049212,0.39623675,-0.871505347,0.450446723,-0.921205153,0.284689304,-0.40477673,-0.029980893,0.035163273,0.43160192,-0.757189522,-0.029360045,-0.81689166,1.148308179,-0.419859559,0.44780533,-0.13029592,0.509529083,-0.599235406,0.801352618,-0.644465434
TG 53:1+_661,0.087065127,0.616646537,0.378813843,0.319609668,0.0197904,0.09600622,-0.252503461,0.420245864,0.135509059,0.392460832,0.427658245,0.654035091,-0.092220846,0.34877883,-0.017366933,0.212409157,0.059633781,0.244928351,0.186639242,-0.011766736,-0.680459711,-0.125847775,-0.351637336,-0.131140526,-0.253592158,-0.116879407,-0.402976675,0.115919989,-0.176028443,0.201728004,-0.006259129,0.156193667,-0.066825319,-0.078252656,-0.045493287,0.172486141,-0.003144944,0.10789562,-0.012776434,0.127514486,-0.506434057,0.294538003,-0.072521476,-0.278370016,0.420349533,0.010254669,0.308407429,-0.076976399,-0.016120159,-0.28094437,0.224807018,-0.026015157,0.080416196,0.247294304,0.204483065,0.071418243,-0.467761752,-2.04559979,0.017285317,-0.609382388,0.46748518,0.512684581,-2.276279319,0.126613027,-0.039656637,0.471947881,-0.326090593,0.356643051,-0.168082202,-0.034466264,-0.265583225,0.142685168,-0.405788194,0.066190399,-0.159735139,0.372137029,0.157568859,-0.059451121,-0.373898691,-0.052754787,-0.421875764,0.280705291,0.175073901,0.429643568,-0.33872032,0.192722546,-0.449996711,0.002350129,-0.425570466,0.176531142,-0.320797273,0.124520819,-0.207381244,0.600245715,-2.102717983,0.049371313,-2.028052148,0.359423897,0.218844343,-1.71100193,0.480561737,0.173558398,0.279075056,0.06760497,0.046732526,0.02026,0.734286383,0.082653736,0.491796646,0.158626453,0.596592116,0.446811675,0.578675008,0.339025075,0.71838485,0.361185172,0.631883299,0.3776478,0.398709097,0.04455107,0.517092357,-0.283027712,0.425665571,0.024950067,0.362849882,0.010695885,0.098213857,0.103983538,-0.057864193,-0.21619231,0.040137949,-0.57864851,-0.026367599,-0.60247292,0.427295436,-0.504127081,0.345983985,-0.261731666,0.217395447,-0.463754917,0.461179745,-0.341290298
TG 53:2+_714,-0.08078732,0.55175422,0.21091161,0.52673448,0.17706536,0.15041488,-0.32895522,0.49092071,0.03939964,0.59676241,0.46414874,0.81371484,-0.03915675,0.43454832,0.17089471,0.27985306,0.01610461,0.1684647,0.0894541,0.05139397,-1.74932059,0.03624819,-0.17742731,0.08629327,-0.3510088,0.28775259,-0.21389501,0.28829803,-0.12513185,0.22861439,0.08064898,0.2401561,-0.15371641,0.0148158,-0.06076261,0.4607637,0.1169855,0.28659888,0.04387226,0.11050892,-1.72012531,0.41426453,-0.20241799,-1.631961,0.67970393,0.07589746,0.43785699,0.01129787,-0.20748412,-1.59137532,-0.13444029,-0.22364833,0.38523498,0.42867058,0.42491662,0.30298184,-0.30967095,-1.66725523,-0.05995074,-1.64069506,0.36908249,0.81050414,-1.86985346,0.20144834,-0.08425785,0.72113305,-0.37478494,0.61863663,-0.10036239,-0.09705735,-0.40760938,0.44625408,-0.45271282,0.06940748,-0.25445407,0.33518072,0.13918173,-0.08148069,-0.44911423,0.01066369,-0.33659571,0.15723558,-0.08093045,0.48201648,-0.26966585,0.34511571,-0.26619977,0.22504346,-0.28772781,0.19999349,-0.42508423,0.17331473,-0.35042802,0.88962364,-1.71742124,0.07192106,-1.6518433,0.39204842,0.23459295,-1.37337463,0.5771595,0.06330639,0.20158163,-0.07017761,0.07410886,-0.14671908,0.98411809,0.07263452,0.49520541,0.03409918,0.67361867,0.16076639,0.45230933,0.05912257,0.76167899,0.32703396,0.64389417,0.34301234,0.51510305,-0.04272011,0.66321359,-0.38228667,0.27524251,-0.35930254,0.2829807,-0.29850562,0.06721942,-0.14064864,-0.01390431,-0.28992416,0.37566858,-0.25268503,0.03832788,-0.49550346,0.60951824,-0.48402905,0.19646362,-0.31207002,0.42715554,-0.36943205,0.78002281,-0.46383275
TG 54:1+_909,-0.164326001,0.296388981,0.08472713,0.925112532,0.738030184,0.367458244,-0.094012939,0.270158267,-0.002963071,0.240085281,0.371454294,1.337476725,-0.23350456,0.534910292,0.029865401,-0.068362913,0.150349636,-0.071039624,-0.164003549,1.210812879,0.783205732,0.406982339,0.242111334,0.158350727,0.035217116,0.515843169,0.091047819,0.004765096,-0.165017315,0.962088987,-0.102482131,0.047793982,-0.000724823,-0.181526365,-0.163022876,0.05055032,-0.027181842,0.132811969,-0.076303222,0.20450403,-1.490828996,0.330216988,-0.086871513,-1.401912642,0.712391104,-0.18070015,0.11341664,0.049609396,-0.011096773,-1.360981048,0.078704217,-0.02257081,0.039557521,0.032479038,-0.016965304,-0.23296081,-1.524128899,-1.437507826,0.254429953,-1.410721168,0.236477642,0.577420098,-0.27610035,-0.009309931,-0.190625395,0.352557111,-0.225475532,0.034050827,0.044314223,0.768781986,0.059112672,0.312997423,-0.015463534,-0.001221424,-0.061674144,0.062438233,0.064968203,-0.04809373,-0.220371807,-0.210949979,-0.142659994,0.329249104,0.310231615,0.444264224,-0.081887592,0.100553338,-0.104668035,-0.108677692,0.07925048,-0.107912423,-1.430180316,-0.178757142,-1.508656854,0.881982155,-1.488101844,-1.305741472,-1.421964467,-0.176979695,0.179304541,-1.141124547,0.515933562,0.401173292,0.282318453,0.002814402,0.060249308,0.044799977,1.065878098,-0.003409378,0.04374812,-0.052821048,0.501493646,0.178902256,0.549964901,0.256726775,0.435212641,-0.03587311,0.187962988,-0.02124171,-0.012438003,-0.078597511,0.185838001,-0.041759544,0.329981491,-0.217478555,0.517748288,0.076985488,0.237560633,0.222924073,0.186743095,0.076460868,0.330991778,-1.518305733,0.05900048,0.048891767,0.841203024,-0.096422098,0.438755334,-0.092471371,-0.070768429,-1.526536885,0.322843871,-0.127529365
TG 54:1+_299,-0.079135826,0.712179361,0.333380757,0.590738538,0.008464434,0.231533833,-0.308322592,0.678629918,0.008647653,0.586935072,0.522323602,0.859871486,-0.232032477,0.511728983,-0.080661647,0.485191404,-0.038333765,0.470130893,0.086911363,0.270162897,-0.853332479,-0.025523754,-0.562686811,-0.303673889,-0.475144124,-0.094988455,-0.590152631,0.153323336,-0.30460317,0.259855176,-0.026395882,0.333929108,-0.225707652,0.028918108,-0.18413234,0.358984196,-0.139572391,0.222865828,-0.118943535,0.211189805,-0.740309456,0.390854233,0.006339641,-0.529476911,0.709639781,-0.045996564,0.449159695,-0.074321403,0.064430772,-0.431406979,0.246180456,-0.07407999,0.248695263,0.231008273,0.385817731,0.192212052,-0.32316154,-0.830338298,0.209706612,-0.740160825,0.521804295,0.594729093,-1.263772479,0.106034602,-0.270061989,0.469650949,-0.662674704,0.509844235,-0.27354144,0.239417236,-0.558569899,0.321110038,-0.651155863,0.144414797,-0.50256052,0.435258344,-0.016026003,-0.13520486,-0.627959238,0.085096966,-0.658330328,0.326332744,-0.094944201,0.63540491,-0.508662705,0.210355666,-0.706501686,0.165909378,-0.590886979,0.294133702,-0.632172799,0.199616852,-0.489255551,0.707980158,-1.277137714,0.108374139,-1.094141382,0.319354941,0.061243839,-2.287451476,0.612570586,0.113489159,0.257028802,-0.138358521,0.126053636,-0.117626854,0.848286047,-0.147157294,0.525811748,-0.126405846,0.628190723,0.189719152,0.641257393,0.042991645,0.846095476,0.178871781,0.739237126,0.240394221,0.308610364,-0.252416387,0.564337965,-0.487701033,0.319851041,-0.404024511,0.323682786,-0.260208102,0.042418831,-0.193442392,0.173867208,-0.284595507,0.271394568,-0.731695215,0.157205105,-0.807179929,0.682743985,-0.678647208,0.452851369,-0.208508447,0.324986057,-0.586942665,0.606995329,-0.576432138
TG 54:2+_281,-0.222014611,0.33722455,0.04106176,1.487713854,1.048445582,0.746136061,0.258435665,0.643141808,0.25455671,0.667560533,0.584752823,1.773723251,0.091498007,0.839504709,0.186772242,-0.151407167,-0.232164167,-0.326130079,-0.257014999,0.441273,-0.157032373,0.223543066,0.12058364,-0.106928093,-0.050389955,0.084245093,-0.209604169,-0.212243765,-0.04229448,0.241306312,-0.039971632,-0.210665692,-0.032740843,-0.453429709,-0.372547415,-0.109030432,-0.208055731,-0.200806179,-0.185987878,0.150487183,-0.262151976,0.606233147,-0.434993103,-0.278491015,1.382592255,0.150541439,0.425738267,0.167256611,-0.212527044,-0.12270287,-0.23107479,0.082216149,-0.114765347,0.35743619,0.183284461,0.164916581,-0.587576517,-0.50695265,-0.213397619,-0.46425607,0.180832962,0.771669372,-0.908466635,-0.02420727,-0.094674526,0.842968516,-0.264249564,0.226672884,-0.413589266,0.501638644,-0.037838821,0.423798521,-0.323190169,-0.575224231,-0.497763717,-0.280416096,-0.237055767,-0.557699431,-0.29339795,-0.591650382,-0.269113905,0.336221861,0.156646608,0.406291755,-0.69540551,-0.204747985,-0.577615965,-0.557993469,-0.373923775,-0.377127392,-0.46333592,-0.507928498,-0.515388399,1.403953467,-1.207832093,-0.577558305,-0.904363232,-0.13241481,0.290558473,-0.709058475,0.458436032,0.124367862,0.128816895,-0.029864188,-0.196786138,-0.203907913,1.632635876,-0.077253848,-0.048041738,-0.155419189,0.649049224,0.005866084,0.230807841,-0.031680459,0.924324529,0.166341614,0.542070058,0.216710777,0.373835315,0.065011438,0.149159944,-0.7163928,0.167532088,-0.178716398,0.28709311,-0.241888598,-0.084548385,-0.124253086,-0.537696033,-0.287610461,0.135289426,-0.521397209,-0.029102238,-0.405629275,1.105068022,-0.62843211,0.120250245,-0.627001165,-0.10449599,-0.755883066,0.33758929,-0.735109462
TG 54:2+_360,-0.17711713,0.69956569,0.28208031,0.73044602,0.13087529,0.26716098,-0.38342938,0.7688749,-0.0124117,0.79568992,0.54627766,1.05300247,-0.16268574,0.53260774,0.01752968,0.31760999,-0.08325903,0.23276399,-0.0506055,-0.04681318,-0.91049013,-0.03500897,-0.29505092,-0.06303076,-0.52411777,0.28821283,-0.44577607,0.35072157,-0.11104978,0.33770329,0.09960712,0.22771909,-0.34103247,-0.03745686,-0.33487757,0.55967245,-0.09142292,0.36877865,-0.1060577,0.23591718,-0.8602719,0.60098907,-0.14526829,-0.64551722,1.00183276,0.10426037,0.54143376,0.03374195,-0.18621067,-0.62956189,-0.02822414,-0.25629205,0.39934369,0.49099117,0.60869836,0.46849114,-0.25675558,-0.67682694,0.05794526,-0.6878126,0.49948224,1.0011398,-1.28022669,0.09006648,-0.27682144,0.82582851,-0.65612415,0.68822316,-0.32974486,-0.07774216,-0.64746915,0.50283916,-0.67994788,-0.07259709,-0.46183135,0.29845801,-0.034679,-0.16261714,-0.57380466,-0.16829788,-0.54778798,0.21104371,-0.1720165,0.53646078,-0.49131121,0.27902559,-0.53580687,0.14668512,-0.58161997,0.05419933,-0.71379139,0.02742254,-0.51669148,1.12305212,-1.15946492,-0.07575451,-2.37944164,0.42026422,0.15157077,-0.69053861,0.73165775,0.02415535,0.17158403,-0.22067101,0.02719118,-0.23931033,1.17064039,-0.17499422,0.42413818,-0.22274158,0.63528866,-0.02950688,0.47591776,-0.13932134,0.99818346,0.28873278,0.79505406,0.30815033,0.48264189,-0.21361744,0.53961516,-0.73873618,0.1401786,-0.6642809,0.187909,-0.60487436,-0.04964106,-0.42295136,-0.20783951,-0.50462498,0.23078269,-0.6440137,0.09893214,-0.72610018,0.76823703,-0.76507649,0.21470666,-0.34798288,0.43859352,-0.59080649,0.85806725,-0.63900952
TG 55:1+_1116,0.247455098,0.682094509,0.340369536,0.572998072,0.198620222,0.347402627,-0.013566965,0.464310271,0.171666171,0.492253159,0.503988528,0.968001915,-1.144247828,0.519172801,0.148850743,0.276344228,0.040311946,0.139884587,0.021635938,0.216537128,-1.158303857,0.16091554,-0.048408256,-0.012300055,-1.110054822,0.094953742,-1.120049639,0.090758255,-1.183017963,0.314946488,0.042674744,0.088447729,-1.07195695,-0.001166195,-1.083631902,0.113499921,-1.069395901,0.238516041,0.128284068,0.28129362,-1.131573967,0.361911722,0.218691659,-1.050854986,0.627078999,0.097395656,0.28163859,0.082770419,0.125448166,-1.01369685,0.253289204,0.053896193,0.211131295,0.375604836,0.355944263,0.155806645,-1.161803792,-1.08316862,0.262944167,-1.058851451,0.520630958,0.644729433,-1.268659092,0.324941426,0.143870915,0.609415023,-1.113423438,0.399329227,0.094048265,0.361269189,0.070210928,0.406086076,0.022458051,0.185552868,-0.030111953,0.427553379,0.262312843,0.054496816,-0.145999532,0.091328584,-0.17752633,0.404865837,0.350108068,0.522865688,-1.248355568,0.217193675,-1.250965058,0.180533033,-0.06244236,0.240691851,-1.076516644,0.303788047,-1.147758196,0.955726603,-1.129098241,0.285749058,-1.069058223,0.277946041,0.238367012,-0.814107925,0.680319456,0.372149531,0.477819808,0.267579015,0.386229194,0.177721821,1.006611024,0.115579094,0.365627947,0.134777675,0.758539723,0.411112703,0.616096057,0.358154987,0.831692324,0.337025877,0.621857036,0.462652289,0.546861129,0.262267949,0.602163516,0.018662552,0.573117218,-0.024787216,0.694918492,0.188018607,0.316204268,0.263209729,-0.852398381,-0.009492099,0.146240098,-1.156517496,0.075004108,-1.145096771,0.820182173,-1.13668334,0.405970961,-1.192154545,0.209443437,-1.163989772,0.445796505,-1.184222458
TG 55:2+_377,-0.26284389,0.425686767,0.067637527,0.50701248,0.50087492,0.325250487,-0.003197848,0.369515017,0.223342968,0.448939711,0.5410643,0.736854693,0.113981741,0.430868734,0.101536195,0.299838634,0.068538928,0.235080801,0.119786414,-0.372501062,-1.097389709,-0.278565628,-0.3552667,0.012391897,-0.19640564,0.190995681,-0.324498544,-0.117681718,-0.352959038,-0.004474978,-0.153095196,0.160923377,-0.200621033,-0.113135159,-0.266026641,-0.079322232,-0.226495353,-0.004630915,-0.171222202,0.144549166,-0.755243551,0.392065754,-0.312825745,-0.634773538,0.56949628,0.089131609,0.376501727,0.035735187,-0.350311582,-0.37196067,0.025794953,0.034917807,0.264960465,0.420429574,0.372103816,0.297620639,-0.562992269,-0.717532384,-0.31977823,-0.65100042,0.222027568,0.760350158,-1.288573737,0.221347715,-0.013784443,0.75455481,-0.353587942,0.564650185,-0.422227017,-0.188614277,-0.276006584,0.297902837,-0.309103125,-0.229647483,-0.3644625,0.100756603,0.051161685,0.048265067,-0.275634265,0.069213468,-0.164436128,0.295664076,0.08576738,0.5534511,-0.794399684,0.150212983,-0.514140924,0.03780294,-0.399085364,0.123847988,-0.361349477,0.077965862,-0.29651936,0.82174304,-1.265337592,0.029132791,-1.029408594,0.075529707,0.189660002,-0.886942052,0.239259321,-0.095717566,0.505252004,0.159728705,0.279197005,0.170792926,0.927489822,0.240324066,0.577984894,0.225072639,0.598340831,0.157324143,0.331994172,0.020526126,0.739878066,0.431993267,0.58522905,0.464753596,0.566758268,0.094889739,0.584558348,-0.592083257,0.273798518,-0.347309154,0.269947123,-0.433678649,0.250886194,-0.117969557,-0.267886381,-0.223384678,0.152417249,-0.579954121,-0.180496768,-0.752962867,0.52854749,-0.727207252,0.165817701,-0.514789365,0.195877652,-0.630882905,0.528232617,-0.546972796
TG 55:3+_478,-0.02744384,0.61793244,0.26843642,0.64502344,0.56513273,0.47116894,0.07185543,0.32925871,-0.06283694,0.45998514,0.36345836,0.72514533,-0.04302449,0.42681816,0.08215153,0.51294986,0.15363049,0.43684362,0.18233251,-0.0367301,-1.96476236,-0.07642268,-0.25992698,0.24871935,-0.24152266,0.37399915,-0.13452134,-0.00692707,-0.46762498,0.05274665,-0.27922478,0.06964037,-0.53996849,-0.18033244,-0.35607224,0.03602204,-0.5302659,-0.08714038,-0.48637878,0.21397098,-1.93727116,0.51166297,-0.1513184,-1.85425383,0.54899663,-0.00887445,0.30558661,0.02541524,-0.11176573,-0.24005189,0.11143624,0.0268328,0.2676975,0.39738916,0.44675697,0.3331418,-0.49059242,-1.88748744,-0.1886449,-1.86247795,0.48242321,0.77525907,-0.91575336,0.27224374,-0.03865024,0.77165949,-0.41303965,0.66008184,-0.02547106,0.19853435,-0.3919613,0.68084925,-0.42719761,-0.09612305,-0.4659668,0.20381429,-0.07331806,0.24787343,-0.26396355,0.30856144,-0.05843977,0.44899314,0.07079016,0.7508698,-0.43243587,0.1877932,-0.56119016,0.08564661,-0.47164148,0.44022494,-0.36945042,0.45308815,-0.34963009,0.83728631,-1.93472493,0.05594657,-1.8729753,-0.01798451,-0.28607318,-1.61076988,0.25014048,-0.33782856,0.42642986,0.01043495,0.31085705,0.08644215,0.94649578,0.25340009,0.68733909,0.15802036,0.62974789,0.0166179,0.4265322,-0.09832032,0.84920057,0.45424729,0.77355338,0.48594488,0.50895931,-0.2036753,0.59270561,-0.56663298,0.47405237,-0.48417873,0.52635414,-0.52970238,0.41585674,-0.11271055,0.10821025,0.10145095,0.3388644,-0.53725447,0.01519303,-0.68880143,0.75214914,-0.26654698,0.48010779,-0.07910142,0.48166508,-0.52122214,0.67141105,-0.4298602
